CountryName,Region,Under5DeathsPer1000,FertilityRate
Turks and Caicos Islands,Latin America & Caribbean,6.2,1.736
Tuvalu,East Asia & Pacific,32.7,3.503
Uganda,Sub-Saharan Africa,81.7,6.174
Ukraine,Europe & Central Asia,12.3,1.473
United Arab Emirates,Middle East & North Africa,8.9,1.852
United Kingdom,Europe & Central Asia,5.4,1.89
United States,North America,7.5,2.002
Uruguay,Latin America & Caribbean,11.3,2.018
Uzbekistan,Europe & Central Asia,30.5,2.53
Vanuatu,East Asia & Pacific,28.6,4.148
"Venezuela, RB",Latin America & Caribbean,17.1,2.5
Vietnam,East Asia & Pacific,23.3,1.906
Virgin Islands (U.S.),Latin America & Caribbean,,2.37
West Bank and Gaza,Middle East & North Africa,22.8,4.412
"Yemen, Rep.",Middle East & North Africa,60.2,4.986
Zambia,Sub-Saharan Africa,83.3,5.452
Zimbabwe,Sub-Saharan Africa,91.3,3.945
Afghanistan,South Asia,87.8,6.099
Albania,Europe & Central Asia,13.3,1.656
Algeria,Middle East & North Africa,27.8,2.843
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,4.6,1.27
Angola,Sub-Saharan Africa,120.0,6.194
Antigua and Barbuda,Latin America & Caribbean,10.1,1.785
Argentina,Latin America & Caribbean,14.5,2.346
Armenia,Europe & Central Asia,18.5,1.501
Aruba,Latin America & Caribbean,,1.941
Australia,East Asia & Pacific,4.8,1.928
Austria,Europe & Central Asia,4.3,1.44
Azerbaijan,Europe & Central Asia,37.3,1.92
"Bahamas, The",Latin America & Caribbean,15.4,1.835
Bahrain,Middle East & North Africa,8.5,2.053
Bangladesh,South Asia,49.2,2.34
Barbados,Latin America & Caribbean,15.0,1.687
Belarus,Europe & Central Asia,5.6,1.494
Belgium,Europe & Central Asia,4.5,1.86
Belize,Latin America & Caribbean,18.9,2.606
Benin,Sub-Saharan Africa,109.1,5.39
Bermuda,North America,,1.7
Bhutan,South Asia,42.4,2.296
Bolivia,Latin America & Caribbean,41.9,3.213
Bosnia and Herzegovina,Europe & Central Asia,7.2,1.276
Botswana,Sub-Saharan Africa,62.6,3.023
Brazil,Latin America & Caribbean,18.6,1.81
British Virgin Islands,Latin America & Caribbean,14.5,1.183
Brunei Darussalam,East Asia & Pacific,9.7,1.937
Bulgaria,Europe & Central Asia,10.8,1.57
Burkina Faso,Sub-Saharan Africa,121.9,5.936
Burundi,Sub-Saharan Africa,91.0,6.26
Cabo Verde,Sub-Saharan Africa,26.5,2.474
Cambodia,East Asia & Pacific,43.9,2.774
Cameroon,Sub-Saharan Africa,110.2,5.16
Canada,North America,5.7,1.65
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,129.8,5.937
Chad,Sub-Saharan Africa,148.4,6.99
Channel Islands,Europe & Central Asia,,1.633
Chile,Latin America & Caribbean,8.7,1.844
China,East Asia & Pacific,15.8,1.687
Colombia,Latin America & Caribbean,18.4,1.992
Comoros,Sub-Saharan Africa,72.7,4.759
"Congo, Dem. Rep.",Sub-Saharan Africa,114.6,6.587
"Congo, Rep.",Sub-Saharan Africa,62.4,4.822
Costa Rica,Latin America & Caribbean,10.5,1.928
Cote d'Ivoire,Sub-Saharan Africa,106.4,5.088
Croatia,Europe & Central Asia,5.5,1.46
Cuba,Latin America & Caribbean,6.4,1.693
Curacao,Latin America & Caribbean,,2.2
Cyprus,Europe & Central Asia,3.5,1.438
Czechia,Europe & Central Asia,3.4,1.51
Denmark,Europe & Central Asia,4.1,1.87
Djibouti,Middle East & North Africa,76.5,3.39
Dominica,Latin America & Caribbean,24.6,1.915
Dominican Republic,Latin America & Caribbean,35.2,2.538
Ecuador,Latin America & Caribbean,19.0,2.615
"Egypt, Arab Rep.",Middle East & North Africa,28.8,3.213
El Salvador,Latin America & Caribbean,19.3,2.239
Equatorial Guinea,Sub-Saharan Africa,111.3,5.209
Eritrea,Sub-Saharan Africa,55.2,4.571
Estonia,Europe & Central Asia,4.6,1.72
Eswatini,Sub-Saharan Africa,88.3,3.356
Ethiopia,Sub-Saharan Africa,82.1,5.217
Faroe Islands,Europe & Central Asia,,2.514
Fiji,East Asia & Pacific,23.7,2.746
Finland,Europe & Central Asia,3.0,1.87
France,Europe & Central Asia,4.2,2.03
French Polynesia,East Asia & Pacific,,2.162
Gabon,Sub-Saharan Africa,61.8,4.153
"Gambia, The",Sub-Saharan Africa,74.0,5.669
Georgia,Europe & Central Asia,14.1,1.919
Germany,Europe & Central Asia,4.2,1.39
Ghana,Sub-Saharan Africa,69.8,4.206
Gibraltar,Europe & Central Asia,,1.838
Greece,Europe & Central Asia,3.9,1.48
Greenland,Europe & Central Asia,,2.195
Grenada,Latin America & Caribbean,15.4,2.24
Guam,East Asia & Pacific,,2.973
Guatemala,Latin America & Caribbean,34.8,3.375
Guinea,Sub-Saharan Africa,121.9,5.397
Guinea-Bissau,Sub-Saharan Africa,114.4,5.061
Guyana,Latin America & Caribbean,37.4,2.655
Haiti,Latin America & Caribbean,130.1,3.47
Honduras,Latin America & Caribbean,24.7,2.957
"Hong Kong SAR, China",East Asia & Pacific,,1.127
Hungary,Europe & Central Asia,6.0,1.25
Iceland,Europe & Central Asia,2.7,2.2
India,South Asia,58.1,2.603
Indonesia,East Asia & Pacific,33.9,2.452
"Iran, Islamic Rep.",Middle East & North Africa,19.3,1.768
Iraq,Middle East & North Africa,34.9,4.429
Ireland,Europe & Central Asia,4.2,2.05
Isle of Man,Europe & Central Asia,,2.17
Israel,Middle East & North Africa,4.6,3.03
Italy,Europe & Central Asia,4.0,1.46
Jamaica,Latin America & Caribbean,17.3,1.742
Japan,East Asia & Pacific,3.2,1.39
Jordan,Middle East & North Africa,20.1,3.778
Kazakhstan,Europe & Central Asia,20.4,2.59
Kenya,Sub-Saharan Africa,56.1,4.367
Kiribati,East Asia & Pacific,64.5,3.876
"Korea, Dem. People's Rep.",East Asia & Pacific,29.5,1.809
"Korea, Rep.",East Asia & Pacific,4.1,1.226
Kosovo,Europe & Central Asia,20.2,2.426
Kuwait,Middle East & North Africa,10.7,2.257
Kyrgyz Republic,Europe & Central Asia,29.6,3.1
Lao PDR,East Asia & Pacific,68.3,3.145
Latvia,Europe & Central Asia,7.8,1.36
Lebanon,Middle East & North Africa,11.2,2.126
Lesotho,Sub-Saharan Africa,93.0,3.249
Liberia,Sub-Saharan Africa,99.9,5.058
Libya,Middle East & North Africa,16.6,2.603
Liechtenstein,Europe & Central Asia,,1.4
Lithuania,Europe & Central Asia,6.0,1.5
Luxembourg,Europe & Central Asia,2.8,1.63
"Macao SAR, China",East Asia & Pacific,,1.042
Madagascar,Sub-Saharan Africa,70.9,4.755
Malawi,Sub-Saharan Africa,83.0,5.274
Malaysia,East Asia & Pacific,8.1,2.144
Maldives,South Asia,13.9,2.318
Mali,Sub-Saharan Africa,134.1,6.579
Malta,Middle East & North Africa,6.8,1.36
Marshall Islands,East Asia & Pacific,39.1,3.632
Mauritania,Sub-Saharan Africa,56.7,5.043
Mauritius,Sub-Saharan Africa,14.6,1.57
Mexico,Latin America & Caribbean,19.2,2.34
"Micronesia, Fed. Sts.",East Asia & Pacific,34.5,3.236
Moldova,Europe & Central Asia,17.1,1.698
Monaco,Europe & Central Asia,4.0,
Mongolia,East Asia & Pacific,26.3,2.513
Montenegro,Europe & Central Asia,6.7,1.7
Morocco,Middle East & North Africa,31.3,2.586
Mozambique,Sub-Saharan Africa,104.8,5.63
Myanmar,East Asia & Pacific,63.4,2.346
Namibia,Sub-Saharan Africa,49.4,3.63
Nauru,East Asia & Pacific,37.6,3.907
Nepal,South Asia,45.9,2.512
Netherlands,Europe & Central Asia,4.4,1.79
New Caledonia,East Asia & Pacific,,2.2
New Zealand,East Asia & Pacific,6.2,2.17
Nicaragua,Latin America & Caribbean,24.1,2.601
Niger,Sub-Saharan Africa,133.3,7.485
Nigeria,Sub-Saharan Africa,135.7,5.98
North Macedonia,Europe & Central Asia,10.4,1.6
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,3.3,1.95
Oman,Middle East & North Africa,11.7,2.943
Pakistan,South Asia,87.2,4.297
Palau,East Asia & Pacific,23.1,
Panama,Latin America & Caribbean,19.8,2.604
Papua New Guinea,East Asia & Pacific,58.0,3.883
Paraguay,Latin America & Caribbean,26.0,2.73
Peru,Latin America & Caribbean,19.9,2.573
Philippines,East Asia & Pacific,31.8,3.264
Poland,Europe & Central Asia,6.0,1.41
Portugal,Europe & Central Asia,3.8,1.39
Puerto Rico,Latin America & Caribbean,,1.6235
Qatar,Middle East & North Africa,9.2,2.087
Romania,Europe & Central Asia,12.4,1.59
Russian Federation,Europe & Central Asia,10.4,1.567
Rwanda,Sub-Saharan Africa,63.8,4.532
Samoa,East Asia & Pacific,19.4,4.608
San Marino,Europe & Central Asia,2.9,
Sao Tome and Principe,Sub-Saharan Africa,36.3,4.727
Saudi Arabia,Middle East & North Africa,12.3,2.853
Senegal,Sub-Saharan Africa,66.4,5.064
Serbia,Europe & Central Asia,7.6,1.4
Seychelles,Sub-Saharan Africa,14.3,2.16
Sierra Leone,Sub-Saharan Africa,161.4,5.327
Singapore,East Asia & Pacific,2.8,1.15
Sint Maarten (Dutch part),Latin America & Caribbean,,1.846
Slovak Republic,Europe & Central Asia,7.0,1.43
Slovenia,Europe & Central Asia,3.2,1.57
Solomon Islands,East Asia & Pacific,26.4,4.404
Somalia,Sub-Saharan Africa,157.5,7.299
South Africa,Sub-Saharan Africa,51.6,2.445
South Sudan,Sub-Saharan Africa,109.1,5.376
Spain,Europe & Central Asia,3.8,1.37
Sri Lanka,South Asia,11.2,2.196
St. Kitts and Nevis,Latin America & Caribbean,17.5,1.762
St. Lucia,Latin America & Caribbean,19.7,1.538
St. Martin (French part),Latin America & Caribbean,,2.397
St. Vincent and the Grenadines,Latin America & Caribbean,19.8,2.133
Sudan,Sub-Saharan Africa,75.9,5.017
Suriname,Latin America & Caribbean,23.3,2.61
Sweden,Europe & Central Asia,3.1,1.98
Switzerland,Europe & Central Asia,4.6,1.52
Syrian Arab Republic,Middle East & North Africa,18.9,3.404
Tajikistan,Europe & Central Asia,42.9,3.457
Tanzania,Sub-Saharan Africa,71.7,5.293
Thailand,East Asia & Pacific,13.6,1.576
Timor-Leste,East Asia & Pacific,71.4,4.845
Togo,Sub-Saharan Africa,89.1,5.007
Tonga,East Asia & Pacific,13.2,3.889
Trinidad and Tobago,Latin America & Caribbean,22.9,1.701
Tunisia,Middle East & North Africa,18.4,2.105
Turkiye,Europe & Central Asia,18.1,2.137
Turkmenistan,Europe & Central Asia,43.2,2.833
Turks and Caicos Islands,Latin America & Caribbean,6.0,1.686
Tuvalu,East Asia & Pacific,31.3,3.49
Uganda,Sub-Saharan Africa,76.4,6.071
Ukraine,Europe & Central Asia,11.7,1.443
United Arab Emirates,Middle East & North Africa,8.7,1.79
United Kingdom,Europe & Central Asia,5.2,1.92
United States,North America,7.3,1.931
Uruguay,Latin America & Caribbean,10.8,2.011
Uzbekistan,Europe & Central Asia,28.0,2.342
Vanuatu,East Asia & Pacific,28.6,4.15
"Venezuela, RB",Latin America & Caribbean,17.1,2.471
Vietnam,East Asia & Pacific,23.0,1.895
Virgin Islands (U.S.),Latin America & Caribbean,,2.3
West Bank and Gaza,Middle East & North Africa,22.1,4.383
"Yemen, Rep.",Middle East & North Africa,58.9,4.855
Zambia,Sub-Saharan Africa,78.7,5.363
Zimbabwe,Sub-Saharan Africa,86.1,4.025
Afghanistan,South Asia,84.0,5.958
Albania,Europe & Central Asia,12.2,1.671
Algeria,Middle East & North Africa,27.1,2.88
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,4.3,
Angola,Sub-Saharan Africa,112.2,6.12
Antigua and Barbuda,Latin America & Caribbean,9.5,1.746
Argentina,Latin America & Caribbean,13.9,2.338
Armenia,Europe & Central Asia,17.6,1.5
Aruba,Latin America & Caribbean,,1.962
Australia,East Asia & Pacific,4.5,1.926
Austria,Europe & Central Asia,4.2,1.43
Azerbaijan,Europe & Central Asia,34.8,1.96
"Bahamas, The",Latin America & Caribbean,15.1,1.739
Bahrain,Middle East & North Africa,8.1,2.093
Bangladesh,South Asia,46.7,2.262
Barbados,Latin America & Caribbean,14.9,1.665
Belarus,Europe & Central Asia,5.2,1.515
Belgium,Europe & Central Asia,4.4,1.81
Belize,Latin America & Caribbean,18.4,2.585
Benin,Sub-Saharan Africa,106.9,5.366
Bermuda,North America,,1.6
Bhutan,South Asia,40.1,2.21
Bolivia,Latin America & Caribbean,39.5,3.143
Bosnia and Herzegovina,Europe & Central Asia,6.9,1.216
Botswana,Sub-Saharan Africa,61.2,2.999
Brazil,Latin America & Caribbean,17.9,1.8
British Virgin Islands,Latin America & Caribbean,14.2,1.269
Brunei Darussalam,East Asia & Pacific,9.8,1.957
Bulgaria,Europe & Central Asia,10.4,1.51
Burkina Faso,Sub-Saharan Africa,117.2,5.869
Burundi,Sub-Saharan Africa,85.6,6.108
Cabo Verde,Sub-Saharan Africa,25.5,2.471
Cambodia,East Asia & Pacific,40.6,2.701
Cameroon,Sub-Saharan Africa,105.9,5.058
Canada,North America,5.7,1.63
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,126.4,5.963
Chad,Sub-Saharan Africa,144.5,6.948
Channel Islands,Europe & Central Asia,,1.626
Chile,Latin America & Caribbean,8.5,1.823
China,East Asia & Pacific,14.6,1.668
Colombia,Latin America & Caribbean,17.8,1.958
Comoros,Sub-Saharan Africa,70.3,4.721
"Congo, Dem. Rep.",Sub-Saharan Africa,110.7,6.582
"Congo, Rep.",Sub-Saharan Africa,60.1,4.791
Costa Rica,Latin America & Caribbean,10.2,1.902
Cote d'Ivoire,Sub-Saharan Africa,103.2,5.029
Croatia,Europe & Central Asia,5.3,1.41
Cuba,Latin America & Caribbean,6.2,1.756
Curacao,Latin America & Caribbean,,2.1
Cyprus,Europe & Central Asia,3.3,1.36
Czechia,Europe & Central Asia,3.3,1.43
Denmark,Europe & Central Asia,4.1,1.75
Djibouti,Middle East & North Africa,74.3,3.305
Dominica,Latin America & Caribbean,25.8,1.871
Dominican Republic,Latin America & Caribbean,35.2,2.513
Ecuador,Latin America & Caribbean,18.1,2.596
"Egypt, Arab Rep.",Middle East & North Africa,27.6,3.247
El Salvador,Latin America & Caribbean,18.4,2.224
Equatorial Guinea,Sub-Saharan Africa,107.5,5.126
Eritrea,Sub-Saharan Africa,53.3,4.486
Estonia,Europe & Central Asia,4.2,1.61
Eswatini,Sub-Saharan Africa,76.5,3.299
Ethiopia,Sub-Saharan Africa,77.7,5.05
Faroe Islands,Europe & Central Asia,,2.311
Fiji,East Asia & Pacific,23.7,2.685
Finland,Europe & Central Asia,2.9,1.83
France,Europe & Central Asia,4.2,2.01
French Polynesia,East Asia & Pacific,,2.066
Gabon,Sub-Saharan Africa,59.3,4.151
"Gambia, The",Sub-Saharan Africa,70.8,5.64
Georgia,Europe & Central Asia,13.0,1.918
Germany,Europe & Central Asia,4.1,1.39
Ghana,Sub-Saharan Africa,66.5,4.193
Gibraltar,Europe & Central Asia,,1.872
Greece,Europe & Central Asia,3.9,1.4
Greenland,Europe & Central Asia,,2.117
Grenada,Latin America & Caribbean,15.6,2.217
Guam,East Asia & Pacific,,2.865
Guatemala,Latin America & Caribbean,33.4,3.292
Guinea,Sub-Saharan Africa,119.8,5.296
Guinea-Bissau,Sub-Saharan Africa,109.0,5.047
Guyana,Latin America & Caribbean,36.6,2.63
Haiti,Latin America & Caribbean,77.6,3.411
Honduras,Latin America & Caribbean,23.8,2.86
"Hong Kong SAR, China",East Asia & Pacific,,1.204
Hungary,Europe & Central Asia,5.9,1.23
Iceland,Europe & Central Asia,2.6,2.02
India,South Asia,55.0,2.536
Indonesia,East Asia & Pacific,32.5,2.499
"Iran, Islamic Rep.",Middle East & North Africa,18.4,1.8
Iraq,Middle East & North Africa,33.8,4.536
Ireland,Europe & Central Asia,4.1,2.03
Isle of Man,Europe & Central Asia,,1.956
Israel,Middle East & North Africa,4.4,2.98
Italy,Europe & Central Asia,3.9,1.44
Jamaica,Latin America & Caribbean,16.8,1.728
Japan,East Asia & Pacific,3.2,1.39
Jordan,Middle East & North Africa,19.6,3.681
Kazakhstan,Europe & Central Asia,18.3,2.59
Kenya,Sub-Saharan Africa,53.9,4.219
Kiribati,East Asia & Pacific,63.3,3.857
"Korea, Dem. People's Rep.",East Asia & Pacific,27.7,1.811
"Korea, Rep.",East Asia & Pacific,4.0,1.244
Kosovo,Europe & Central Asia,18.8,1.992
Kuwait,Middle East & North Africa,10.3,2.2
Kyrgyz Republic,Europe & Central Asia,27.7,3.1
Lao PDR,East Asia & Pacific,65.0,3.049
Latvia,Europe & Central Asia,7.2,1.33
Lebanon,Middle East & North Africa,10.8,2.162
Lesotho,Sub-Saharan Africa,89.4,3.318
Liberia,Sub-Saharan Africa,96.8,4.97
Libya,Middle East & North Africa,19.5,2.646
Liechtenstein,Europe & Central Asia,,1.69
Lithuania,Europe & Central Asia,5.5,1.55
Luxembourg,Europe & Central Asia,2.8,1.52
"Macao SAR, China",East Asia & Pacific,,1.115
Madagascar,Sub-Saharan Africa,69.2,4.607
Malawi,Sub-Saharan Africa,76.9,5.106
Malaysia,East Asia & Pacific,8.1,2.149
Maldives,South Asia,12.9,2.261
Mali,Sub-Saharan Africa,130.0,6.545
Malta,Middle East & North Africa,6.8,1.45
Marshall Islands,East Asia & Pacific,38.7,3.51
Mauritania,Sub-Saharan Africa,54.9,5.028
Mauritius,Sub-Saharan Africa,14.8,1.55
Mexico,Latin America & Caribbean,18.5,2.317
"Micronesia, Fed. Sts.",East Asia & Pacific,33.7,3.18
Moldova,Europe & Central Asia,16.8,1.66
Monaco,Europe & Central Asia,3.9,
Mongolia,East Asia & Pacific,24.4,2.602
Montenegro,Europe & Central Asia,6.1,1.65
Morocco,Middle East & North Africa,29.5,2.609
Mozambique,Sub-Saharan Africa,100.6,5.551
Myanmar,East Asia & Pacific,60.8,2.312
Namibia,Sub-Saharan Africa,49.2,3.658
Nauru,East Asia & Pacific,36.9,3.948
Nepal,South Asia,43.6,2.439
Netherlands,Europe & Central Asia,4.3,1.76
New Caledonia,East Asia & Pacific,,2.15
New Zealand,East Asia & Pacific,6.1,2.09
Nicaragua,Latin America & Caribbean,23.0,2.575
Niger,Sub-Saharan Africa,129.1,7.449
Nigeria,Sub-Saharan Africa,133.4,5.918
North Macedonia,Europe & Central Asia,10.0,1.46
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,3.1,1.88
Oman,Middle East & North Africa,11.6,2.94
Pakistan,South Asia,85.1,4.234
Palau,East Asia & Pacific,22.4,
Panama,Latin America & Caribbean,19.2,2.627
Papua New Guinea,East Asia & Pacific,56.6,3.816
Paraguay,Latin America & Caribbean,25.2,2.675
Peru,Latin America & Caribbean,19.0,2.542
Philippines,East Asia & Pacific,31.4,3.122
Poland,Europe & Central Asia,5.7,1.33
Portugal,Europe & Central Asia,3.7,1.35
Puerto Rico,Latin America & Caribbean,,1.5965
Qatar,Middle East & North Africa,8.9,2.04
Romania,Europe & Central Asia,11.8,1.47
Russian Federation,Europe & Central Asia,10.2,1.582
Rwanda,Sub-Saharan Africa,58.6,4.357
Samoa,East Asia & Pacific,19.3,4.639
San Marino,Europe & Central Asia,2.7,
Sao Tome and Principe,Sub-Saharan Africa,33.3,4.716
Saudi Arabia,Middle East & North Africa,11.5,2.814
Senegal,Sub-Saharan Africa,62.9,5.039
Serbia,Europe & Central Asia,7.4,1.4
Seychelles,Sub-Saharan Africa,14.3,2.33
Sierra Leone,Sub-Saharan Africa,154.5,5.209
Singapore,East Asia & Pacific,2.8,1.2
Sint Maarten (Dutch part),Latin America & Caribbean,,1.99
Slovak Republic,Europe & Central Asia,6.8,1.45
Slovenia,Europe & Central Asia,3.1,1.56
Solomon Islands,East Asia & Pacific,25.6,4.406
Somalia,Sub-Saharan Africa,152.7,7.257
South Africa,Sub-Saharan Africa,45.5,2.436
South Sudan,Sub-Saharan Africa,104.5,5.286
Spain,Europe & Central Asia,3.7,1.34
Sri Lanka,South Asia,10.8,2.206
St. Kitts and Nevis,Latin America & Caribbean,17.4,1.74
St. Lucia,Latin America & Caribbean,20.1,1.522
St. Martin (French part),Latin America & Caribbean,,2.41
St. Vincent and the Grenadines,Latin America & Caribbean,19.3,2.101
Sudan,Sub-Saharan Africa,73.8,4.96
Suriname,Latin America & Caribbean,22.7,2.587
Sweden,Europe & Central Asia,3.0,1.9
Switzerland,Europe & Central Asia,4.5,1.52
Syrian Arab Republic,Middle East & North Africa,20.2,3.283
Tajikistan,Europe & Central Asia,41.6,3.456
Tanzania,Sub-Saharan Africa,68.2,5.207
Thailand,East Asia & Pacific,13.0,1.597
Timor-Leste,East Asia & Pacific,69.2,4.656
Togo,Sub-Saharan Africa,86.4,4.917
Tonga,East Asia & Pacific,12.9,3.842
Trinidad and Tobago,Latin America & Caribbean,22.2,1.713
Tunisia,Middle East & North Africa,18.0,2.191
Turkiye,Europe & Central Asia,16.9,2.133
Turkmenistan,Europe & Central Asia,42.6,2.892
Turks and Caicos Islands,Latin America & Caribbean,5.8,1.693
Tuvalu,East Asia & Pacific,30.1,3.478
Uganda,Sub-Saharan Africa,71.6,5.935
Ukraine,Europe & Central Asia,11.2,1.459
United Arab Emirates,Middle East & North Africa,8.4,1.724
United Kingdom,Europe & Central Asia,5.0,1.91
United States,North America,7.2,1.8945
Uruguay,Latin America & Caribbean,10.4,2.008
Uzbekistan,Europe & Central Asia,25.8,2.236
Vanuatu,East Asia & Pacific,28.7,4.151
"Venezuela, RB",Latin America & Caribbean,17.2,2.444
Vietnam,East Asia & Pacific,22.8,1.902
Virgin Islands (U.S.),Latin America & Caribbean,,2.16
West Bank and Gaza,Middle East & North Africa,21.3,4.274
"Yemen, Rep.",Middle East & North Africa,58.7,4.744
Zambia,Sub-Saharan Africa,76.5,5.271
Zimbabwe,Sub-Saharan Africa,80.6,4.096
Afghanistan,South Asia,80.3,5.83
Albania,Europe & Central Asia,11.2,1.692
Algeria,Middle East & North Africa,26.5,2.956
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,4.1,
Angola,Sub-Saharan Africa,104.9,6.039
Antigua and Barbuda,Latin America & Caribbean,9.0,1.655
Argentina,Latin America & Caribbean,13.3,2.33
Armenia,Europe & Central Asia,16.8,1.6
Aruba,Latin America & Caribbean,,2.028
Australia,East Asia & Pacific,4.3,1.92
Austria,Europe & Central Asia,4.0,1.44
Azerbaijan,Europe & Central Asia,32.5,2.0
"Bahamas, The",Latin America & Caribbean,14.7,1.744
Bahrain,Middle East & North Africa,7.9,2.161
Bangladesh,South Asia,44.4,2.209
Barbados,Latin America & Caribbean,14.7,1.645
Belarus,Europe & Central Asia,4.9,1.62
Belgium,Europe & Central Asia,4.3,1.8
Belize,Latin America & Caribbean,17.7,2.555
Benin,Sub-Saharan Africa,104.6,5.347
Bermuda,North America,,1.6
Bhutan,South Asia,38.0,2.138
Bolivia,Latin America & Caribbean,37.3,3.076
Bosnia and Herzegovina,Europe & Central Asia,6.7,1.29
Botswana,Sub-Saharan Africa,55.2,2.981
Brazil,Latin America & Caribbean,17.2,1.767
British Virgin Islands,Latin America & Caribbean,13.8,1.103
Brunei Darussalam,East Asia & Pacific,10.0,1.973
Bulgaria,Europe & Central Asia,9.8,1.5
Burkina Faso,Sub-Saharan Africa,112.9,5.793
Burundi,Sub-Saharan Africa,80.5,5.991
Cabo Verde,Sub-Saharan Africa,24.2,2.282
Cambodia,East Asia & Pacific,37.8,2.664
Cameroon,Sub-Saharan Africa,101.5,4.989
Canada,North America,5.6,1.63
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,123.3,6.006
Chad,Sub-Saharan Africa,140.6,6.905
Channel Islands,Europe & Central Asia,,1.604
Chile,Latin America & Caribbean,8.4,1.798
China,East Asia & Pacific,13.5,1.798
Colombia,Latin America & Caribbean,17.2,1.93
Comoros,Sub-Saharan Africa,68.0,4.641
"Congo, Dem. Rep.",Sub-Saharan Africa,106.8,6.559
"Congo, Rep.",Sub-Saharan Africa,58.2,4.75
Costa Rica,Latin America & Caribbean,9.9,1.876
Cote d'Ivoire,Sub-Saharan Africa,100.1,4.974
Croatia,Europe & Central Asia,5.2,1.52
Cuba,Latin America & Caribbean,6.0,1.681
Curacao,Latin America & Caribbean,,2.2
Cyprus,Europe & Central Asia,3.1,1.386
Czechia,Europe & Central Asia,3.2,1.45
Denmark,Europe & Central Asia,4.1,1.73
Djibouti,Middle East & North Africa,72.2,3.237
Dominica,Latin America & Caribbean,27.2,1.824
Dominican Republic,Latin America & Caribbean,35.1,2.485
Ecuador,Latin America & Caribbean,17.3,2.517
"Egypt, Arab Rep.",Middle East & North Africa,26.4,3.335
El Salvador,Latin America & Caribbean,17.5,2.187
Equatorial Guinea,Sub-Saharan Africa,103.6,5.04
Eritrea,Sub-Saharan Africa,51.5,4.407
Estonia,Europe & Central Asia,3.9,1.56
Eswatini,Sub-Saharan Africa,70.4,3.255
Ethiopia,Sub-Saharan Africa,73.6,4.883
Faroe Islands,Europe & Central Asia,,2.572
Fiji,East Asia & Pacific,23.6,2.666
Finland,Europe & Central Asia,2.8,1.8
France,Europe & Central Asia,4.1,2.01
French Polynesia,East Asia & Pacific,,2.026
Gabon,Sub-Saharan Africa,56.8,4.086
"Gambia, The",Sub-Saharan Africa,68.0,5.586
Georgia,Europe & Central Asia,12.1,1.938
Germany,Europe & Central Asia,4.0,1.41
Ghana,Sub-Saharan Africa,63.4,4.183
Gibraltar,Europe & Central Asia,,1.893
Greece,Europe & Central Asia,4.0,1.34
Greenland,Europe & Central Asia,,2.019
Grenada,Latin America & Caribbean,15.7,2.194
Guam,East Asia & Pacific,,3.115
Guatemala,Latin America & Caribbean,32.1,3.219
Guinea,Sub-Saharan Africa,117.7,5.195
Guinea-Bissau,Sub-Saharan Africa,103.9,5.003
Guyana,Latin America & Caribbean,35.9,2.606
Haiti,Latin America & Caribbean,75.8,3.302
Honduras,Latin America & Caribbean,22.9,2.774
"Hong Kong SAR, China",East Asia & Pacific,,1.285
Hungary,Europe & Central Asia,5.7,1.34
Iceland,Europe & Central Asia,2.6,2.04
India,South Asia,52.0,2.467
Indonesia,East Asia & Pacific,31.2,2.49
"Iran, Islamic Rep.",Middle East & North Africa,17.5,1.886
Iraq,Middle East & North Africa,32.8,4.477
Ireland,Europe & Central Asia,4.0,1.98
Isle of Man,Europe & Central Asia,,1.885
Israel,Middle East & North Africa,4.3,3.05
Italy,Europe & Central Asia,3.8,1.43
Jamaica,Latin America & Caribbean,16.3,1.696
Japan,East Asia & Pacific,3.0,1.41
Jordan,Middle East & North Africa,19.0,3.559
Kazakhstan,Europe & Central Asia,16.3,2.62
Kenya,Sub-Saharan Africa,52.2,4.088
Kiribati,East Asia & Pacific,62.1,3.774
"Korea, Dem. People's Rep.",East Asia & Pacific,25.7,1.836
"Korea, Rep.",East Asia & Pacific,3.8,1.297
Kosovo,Europe & Central Asia,17.5,2.001
Kuwait,Middle East & North Africa,10.0,2.168
Kyrgyz Republic,Europe & Central Asia,26.1,3.2
Lao PDR,East Asia & Pacific,62.0,2.953
Latvia,Europe & Central Asia,6.6,1.44
Lebanon,Middle East & North Africa,10.3,2.169
Lesotho,Sub-Saharan Africa,86.9,3.305
Liberia,Sub-Saharan Africa,94.2,4.881
Libya,Middle East & North Africa,15.0,2.68
Liechtenstein,Europe & Central Asia,,1.51
Lithuania,Europe & Central Asia,5.2,1.6
Luxembourg,Europe & Central Asia,2.8,1.57
"Macao SAR, China",East Asia & Pacific,,1.184
Madagascar,Sub-Saharan Africa,68.0,4.466
Malawi,Sub-Saharan Africa,70.5,4.924
