CountryName,Region,Under5DeathsPer1000,FertilityRate
Luxembourg,Europe & Central Asia,5.2,1.68
"Macao SAR, China",East Asia & Pacific,,1.073
Madagascar,Sub-Saharan Africa,115.4,5.675
Malawi,Sub-Saharan Africa,193.8,6.235
Malaysia,East Asia & Pacific,11.7,3.119
Maldives,South Asia,48.2,3.254
Mali,Sub-Saharan Africa,199.0,6.892
Malta,Middle East & North Africa,8.2,1.84
Marshall Islands,East Asia & Pacific,41.6,4.787
Mauritania,Sub-Saharan Africa,106.1,5.574
Mauritius,Sub-Saharan Africa,21.7,1.97
Mexico,Latin America & Caribbean,31.0,2.8
"Micronesia, Fed. Sts.",East Asia & Pacific,40.7,4.479
Moldova,Europe & Central Asia,36.7,1.651
Monaco,Europe & Central Asia,5.5,
Mongolia,East Asia & Pacific,73.5,2.363
Montenegro,Europe & Central Asia,14.9,1.952
Morocco,Middle East & North Africa,57.0,3.009
Mozambique,Sub-Saharan Africa,191.3,5.86
Myanmar,East Asia & Pacific,94.1,2.889
Namibia,Sub-Saharan Africa,77.2,4.152
Nauru,East Asia & Pacific,45.9,3.726
Nepal,South Asia,89.1,4.235
Netherlands,Europe & Central Asia,6.4,1.63
New Caledonia,East Asia & Pacific,,2.54
New Zealand,East Asia & Pacific,7.8,1.89
Nicaragua,Latin America & Caribbean,50.5,3.339
Niger,Sub-Saharan Africa,247.2,7.762
Nigeria,Sub-Saharan Africa,192.8,6.069
North Macedonia,Europe & Central Asia,18.3,1.894
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,5.1,1.81
Oman,Middle East & North Africa,18.9,4.344
Pakistan,South Asia,114.4,5.508
Palau,East Asia & Pacific,29.7,
Panama,Latin America & Caribbean,27.0,2.789
Papua New Guinea,East Asia & Pacific,73.6,4.632
Paraguay,Latin America & Caribbean,35.5,3.798
Peru,Latin America & Caribbean,45.1,3.002
Philippines,East Asia & Pacific,39.5,3.848
Poland,Europe & Central Asia,10.9,1.44
Portugal,Europe & Central Asia,8.2,1.47
Puerto Rico,Latin America & Caribbean,,1.9
Qatar,Middle East & North Africa,13.5,3.342
Romania,Europe & Central Asia,24.5,1.32
Russian Federation,Europe & Central Asia,20.8,1.232
Rwanda,Sub-Saharan Africa,213.0,6.116
Samoa,East Asia & Pacific,22.8,4.609
San Marino,Europe & Central Asia,6.6,
Sao Tome and Principe,Sub-Saharan Africa,93.0,5.282
Saudi Arabia,Middle East & North Africa,24.9,4.419
Senegal,Sub-Saharan Africa,137.6,5.581
Serbia,Europe & Central Asia,14.2,1.195
Seychelles,Sub-Saharan Africa,13.9,2.04
Sierra Leone,Sub-Saharan Africa,235.8,6.495
Singapore,East Asia & Pacific,4.4,1.48
Sint Maarten (Dutch part),Latin America & Caribbean,,1.992
Slovak Republic,Europe & Central Asia,10.5,1.37
Slovenia,Europe & Central Asia,6.1,1.23
Solomon Islands,East Asia & Pacific,31.7,4.903
Somalia,Sub-Saharan Africa,172.9,7.647
South Africa,Sub-Saharan Africa,66.6,2.63
South Sudan,Sub-Saharan Africa,199.0,7.817
Spain,Europe & Central Asia,5.8,1.13
Sri Lanka,South Asia,17.8,2.116
St. Kitts and Nevis,Latin America & Caribbean,25.8,2.376
St. Lucia,Latin America & Caribbean,18.7,2.499
St. Martin (French part),Latin America & Caribbean,,2.727
St. Vincent and the Grenadines,Latin America & Caribbean,22.4,2.416
Sudan,Sub-Saharan Africa,111.0,5.504
Suriname,Latin America & Caribbean,33.6,2.955
Sweden,Europe & Central Asia,4.2,1.5
Switzerland,Europe & Central Asia,5.8,1.47
Syrian Arab Republic,Middle East & North Africa,25.2,4.177
Tajikistan,Europe & Central Asia,96.6,4.281
Tanzania,Sub-Saharan Africa,144.1,5.789
Thailand,East Asia & Pacific,24.3,1.784
Timor-Leste,East Asia & Pacific,122.3,5.963
Togo,Sub-Saharan Africa,127.0,5.384
Tonga,East Asia & Pacific,17.8,4.328
Trinidad and Tobago,Latin America & Caribbean,28.3,1.797
Tunisia,Middle East & North Africa,34.7,2.219
Turkiye,Europe & Central Asia,43.7,2.67
Turkmenistan,Europe & Central Asia,76.2,3.102
Turks and Caicos Islands,Latin America & Caribbean,9.5,2.721
Tuvalu,East Asia & Pacific,44.6,3.956
Uganda,Sub-Saharan Africa,156.7,6.887
Ukraine,Europe & Central Asia,19.6,1.211
United Arab Emirates,Middle East & North Africa,11.8,2.907
United Kingdom,Europe & Central Asia,6.8,1.71
United States,North America,8.8,1.999
Uruguay,Latin America & Caribbean,18.4,2.262
Uzbekistan,Europe & Central Asia,65.7,2.815
Vanuatu,East Asia & Pacific,29.4,4.575
"Venezuela, RB",Latin America & Caribbean,23.4,2.915
Vietnam,East Asia & Pacific,33.1,2.169
Virgin Islands (U.S.),Latin America & Caribbean,,2.501
West Bank and Gaza,Middle East & North Africa,32.5,5.695
"Yemen, Rep.",Middle East & North Africa,103.6,6.638
Zambia,Sub-Saharan Africa,165.4,6.049
Zimbabwe,Sub-Saharan Africa,100.0,4.032
Afghanistan,South Asia,133.3,7.599
Albania,Europe & Central Asia,28.5,2.318
Algeria,Middle East & North Africa,43.2,2.624
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,8.0,
Angola,Sub-Saharan Africa,210.3,6.683
Antigua and Barbuda,Latin America & Caribbean,15.8,1.956
Argentina,Latin America & Caribbean,20.4,2.643
Armenia,Europe & Central Asia,32.2,1.709
Aruba,Latin America & Caribbean,,1.869
Australia,East Asia & Pacific,6.3,1.755
Austria,Europe & Central Asia,5.6,1.34
Azerbaijan,Europe & Central Asia,79.7,2.07
"Bahamas, The",Latin America & Caribbean,16.3,2.133
Bahrain,Middle East & North Africa,13.1,2.869
Bangladesh,South Asia,91.3,3.304
Barbados,Latin America & Caribbean,15.0,1.762
Belarus,Europe & Central Asia,13.7,1.31
Belgium,Europe & Central Asia,6.1,1.62
Belize,Latin America & Caribbean,24.5,3.714
Benin,Sub-Saharan Africa,140.1,5.998
Bermuda,North America,,1.807
Bhutan,South Asia,81.4,3.607
Bolivia,Latin America & Caribbean,80.0,4.09
Bosnia and Herzegovina,Europe & Central Asia,10.3,1.37
Botswana,Sub-Saharan Africa,73.0,3.342
Brazil,Latin America & Caribbean,37.0,2.331
British Virgin Islands,Latin America & Caribbean,15.9,1.784
Brunei Darussalam,East Asia & Pacific,10.7,2.413
Bulgaria,Europe & Central Asia,18.2,1.23
Burkina Faso,Sub-Saharan Africa,182.5,6.586
Burundi,Sub-Saharan Africa,159.4,6.897
Cabo Verde,Sub-Saharan Africa,42.5,3.697
Cambodia,East Asia & Pacific,113.3,3.922
Cameroon,Sub-Saharan Africa,146.7,5.629
Canada,North America,6.3,1.55
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,168.4,5.933
Chad,Sub-Saharan Africa,187.6,7.262
Channel Islands,Europe & Central Asia,,1.51
Chile,Latin America & Caribbean,11.5,2.044
China,East Asia & Pacific,39.1,1.53
Colombia,Latin America & Caribbean,25.9,2.627
Comoros,Sub-Saharan Africa,98.6,5.372
"Congo, Dem. Rep.",Sub-Saharan Africa,164.2,6.721
"Congo, Rep.",Sub-Saharan Africa,114.7,4.853
Costa Rica,Latin America & Caribbean,13.6,2.48
Cote d'Ivoire,Sub-Saharan Africa,145.9,5.847
Croatia,Europe & Central Asia,8.6,1.38
Cuba,Latin America & Caribbean,9.2,1.618
Curacao,Latin America & Caribbean,,2.171
Cyprus,Europe & Central Asia,7.0,1.674
Czechia,Europe & Central Asia,5.8,1.13
Denmark,Europe & Central Asia,5.7,1.73
Djibouti,Middle East & North Africa,102.7,4.67
Dominica,Latin America & Caribbean,16.6,2.554
Dominican Republic,Latin America & Caribbean,41.2,2.865
Ecuador,Latin America & Caribbean,31.4,3.166
"Egypt, Arab Rep.",Middle East & North Africa,49.7,3.524
El Salvador,Latin America & Caribbean,35.1,3.259
Equatorial Guinea,Sub-Saharan Africa,159.5,5.878
Eritrea,Sub-Saharan Africa,90.1,5.516
Estonia,Europe & Central Asia,11.9,1.3
Eswatini,Sub-Saharan Africa,108.1,4.066
Ethiopia,Sub-Saharan Africa,146.5,6.646
Faroe Islands,Europe & Central Asia,,2.325
Fiji,East Asia & Pacific,22.8,3.073
Finland,Europe & Central Asia,4.4,1.73
France,Europe & Central Asia,5.5,1.81
French Polynesia,East Asia & Pacific,,2.582
Gabon,Sub-Saharan Africa,85.9,4.502
"Gambia, The",Sub-Saharan Africa,118.4,5.871
Georgia,Europe & Central Asia,39.1,1.629
Germany,Europe & Central Asia,5.5,1.36
Ghana,Sub-Saharan Africa,104.0,4.838
Gibraltar,Europe & Central Asia,,2.041
Greece,Europe & Central Asia,6.9,1.23
Greenland,Europe & Central Asia,,2.415
Grenada,Latin America & Caribbean,15.6,2.536
Guam,East Asia & Pacific,,3.026
Guatemala,Latin America & Caribbean,54.3,4.687
Guinea,Sub-Saharan Africa,172.4,6.009
Guinea-Bissau,Sub-Saharan Africa,179.7,5.793
Guyana,Latin America & Caribbean,47.9,3.036
Haiti,Latin America & Caribbean,107.5,4.452
Honduras,Latin America & Caribbean,39.2,4.361
"Hong Kong SAR, China",East Asia & Pacific,,0.981
Hungary,Europe & Central Asia,10.7,1.28
Iceland,Europe & Central Asia,4.3,1.99
India,South Asia,95.3,3.383
Indonesia,East Asia & Pacific,54.7,2.578
"Iran, Islamic Rep.",Middle East & North Africa,38.1,2.099
Iraq,Middle East & North Africa,45.4,5.056
Ireland,Europe & Central Asia,7.3,1.9
Isle of Man,Europe & Central Asia,,1.798
Israel,Middle East & North Africa,7.2,2.965
Italy,Europe & Central Asia,5.9,1.23
Jamaica,Latin America & Caribbean,21.5,2.447
Japan,East Asia & Pacific,4.7,1.34
Jordan,Middle East & North Africa,27.6,4.037
Kazakhstan,Europe & Central Asia,45.3,1.8
Kenya,Sub-Saharan Africa,102.7,5.181
Kiribati,East Asia & Pacific,69.6,4.158
"Korea, Dem. People's Rep.",East Asia & Pacific,67.4,1.99
"Korea, Rep.",East Asia & Pacific,8.0,1.425
Kosovo,Europe & Central Asia,53.3,2.641
Kuwait,Middle East & North Africa,13.1,2.791
Kyrgyz Republic,Europe & Central Asia,52.6,2.6
Lao PDR,East Asia & Pacific,111.4,4.655
Latvia,Europe & Central Asia,15.3,1.16
Lebanon,Middle East & North Africa,21.2,2.55
Lesotho,Sub-Saharan Africa,105.0,3.736
Liberia,Sub-Saharan Africa,202.0,5.953
Libya,Middle East & North Africa,29.0,2.97
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,11.2,1.46
Luxembourg,Europe & Central Asia,4.8,1.74
"Macao SAR, China",East Asia & Pacific,,0.991
Madagascar,Sub-Saharan Africa,110.2,5.549
Malawi,Sub-Saharan Africa,185.4,6.152
Malaysia,East Asia & Pacific,11.0,3.037
Maldives,South Asia,43.6,2.961
Mali,Sub-Saharan Africa,193.5,6.882
Malta,Middle East & North Africa,7.9,1.73
Marshall Islands,East Asia & Pacific,41.9,4.697
Mauritania,Sub-Saharan Africa,102.9,5.538
Mauritius,Sub-Saharan Africa,20.4,2.05
Mexico,Latin America & Caribbean,29.6,2.766
"Micronesia, Fed. Sts.",East Asia & Pacific,39.5,4.395
Moldova,Europe & Central Asia,34.3,1.56
Monaco,Europe & Central Asia,5.3,
Mongolia,East Asia & Pacific,68.6,2.302
Montenegro,Europe & Central Asia,14.6,1.994
Morocco,Middle East & North Africa,54.6,2.871
Mozambique,Sub-Saharan Africa,180.8,5.833
Myanmar,East Asia & Pacific,91.7,2.825
Namibia,Sub-Saharan Africa,77.5,4.11
Nauru,East Asia & Pacific,44.1,3.684
Nepal,South Asia,84.0,4.083
Netherlands,Europe & Central Asia,6.3,1.65
New Caledonia,East Asia & Pacific,,2.48
New Zealand,East Asia & Pacific,7.6,1.97
Nicaragua,Latin America & Caribbean,41.0,3.218
Niger,Sub-Saharan Africa,237.9,7.752
Nigeria,Sub-Saharan Africa,187.7,6.082
North Macedonia,Europe & Central Asia,17.4,1.775
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,5.0,1.85
Oman,Middle East & North Africa,17.5,4.126
Pakistan,South Asia,111.1,5.393
Palau,East Asia & Pacific,29.0,
Panama,Latin America & Caribbean,26.6,2.767
Papua New Guinea,East Asia & Pacific,72.3,4.587
Paraguay,Latin America & Caribbean,34.6,3.678
Peru,Latin America & Caribbean,41.4,2.917
Philippines,East Asia & Pacific,38.5,3.788
Poland,Europe & Central Asia,10.0,1.37
Portugal,Europe & Central Asia,7.7,1.5
Puerto Rico,Latin America & Caribbean,,2.0
Qatar,Middle East & North Africa,13.0,3.27
Romania,Europe & Central Asia,22.8,1.3
Russian Federation,Europe & Central Asia,20.2,1.157
Rwanda,Sub-Saharan Africa,201.0,6.013
Samoa,East Asia & Pacific,22.0,4.555
San Marino,Europe & Central Asia,6.1,
Sao Tome and Principe,Sub-Saharan Africa,87.9,5.226
Saudi Arabia,Middle East & North Africa,23.4,4.247
Senegal,Sub-Saharan Africa,134.5,5.573
Serbia,Europe & Central Asia,13.3,1.257
Seychelles,Sub-Saharan Africa,13.9,2.04
Sierra Leone,Sub-Saharan Africa,230.9,6.423
Singapore,East Asia & Pacific,4.2,1.47
Sint Maarten (Dutch part),Latin America & Caribbean,,1.909
Slovak Republic,Europe & Central Asia,10.1,1.33
Slovenia,Europe & Central Asia,5.8,1.21
Solomon Islands,East Asia & Pacific,31.2,4.821
Somalia,Sub-Saharan Africa,172.9,7.632
South Africa,Sub-Saharan Africa,68.6,2.559
South Sudan,Sub-Saharan Africa,190.4,7.672
Spain,Europe & Central Asia,5.6,1.17
Sri Lanka,South Asia,17.1,2.138
St. Kitts and Nevis,Latin America & Caribbean,24.9,2.327
St. Lucia,Latin America & Caribbean,18.5,2.35
St. Martin (French part),Latin America & Caribbean,,2.722
St. Vincent and the Grenadines,Latin America & Caribbean,22.4,2.375
Sudan,Sub-Saharan Africa,107.8,5.447
Suriname,Latin America & Caribbean,32.4,2.923
Sweden,Europe & Central Asia,4.1,1.5
Switzerland,Europe & Central Asia,5.7,1.48
Syrian Arab Republic,Middle East & North Africa,24.1,4.082
Tajikistan,Europe & Central Asia,90.1,4.127
Tanzania,Sub-Saharan Africa,137.3,5.734
Thailand,East Asia & Pacific,23.1,1.664
Timor-Leste,East Asia & Pacific,116.7,5.97
Togo,Sub-Saharan Africa,123.5,5.335
Tonga,East Asia & Pacific,17.4,4.203
Trinidad and Tobago,Latin America & Caribbean,28.2,1.788
Tunisia,Middle East & North Africa,32.2,2.099
Turkiye,Europe & Central Asia,40.7,2.592
Turkmenistan,Europe & Central Asia,73.3,2.995
Turks and Caicos Islands,Latin America & Caribbean,9.1,2.621
Tuvalu,East Asia & Pacific,43.3,3.887
Uganda,Sub-Saharan Africa,151.9,6.875
Ukraine,Europe & Central Asia,19.0,1.127
United Arab Emirates,Middle East & North Africa,11.5,2.793
United Kingdom,Europe & Central Asia,6.7,1.68
United States,North America,8.6,2.0075
Uruguay,Latin America & Caribbean,17.6,2.22
Uzbekistan,Europe & Central Asia,63.4,2.72
Vanuatu,East Asia & Pacific,29.1,4.516
"Venezuela, RB",Latin America & Caribbean,22.4,2.867
Vietnam,East Asia & Pacific,31.5,2.095
Virgin Islands (U.S.),Latin America & Caribbean,,2.377
West Bank and Gaza,Middle East & North Africa,31.4,5.575
"Yemen, Rep.",Middle East & North Africa,99.5,6.511
Zambia,Sub-Saharan Africa,161.6,5.987
Zimbabwe,Sub-Saharan Africa,98.2,4.009
Afghanistan,South Asia,129.3,7.534
Albania,Europe & Central Asia,27.2,2.231
Algeria,Middle East & North Africa,41.7,2.566
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,7.6,
Angola,Sub-Saharan Africa,205.1,6.639
Antigua and Barbuda,Latin America & Caribbean,15.5,2.196
Argentina,Latin America & Caribbean,19.7,2.591
Armenia,Europe & Central Asia,30.7,1.603
Aruba,Latin America & Caribbean,,1.904
Australia,East Asia & Pacific,6.2,1.756
Austria,Europe & Central Asia,5.5,1.36
Azerbaijan,Europe & Central Asia,74.6,2.0
"Bahamas, The",Latin America & Caribbean,16.3,2.097
Bahrain,Middle East & North Africa,12.5,2.778
Bangladesh,South Asia,86.1,3.218
Barbados,Latin America & Caribbean,15.2,1.775
Belarus,Europe & Central Asia,12.8,1.317
Belgium,Europe & Central Asia,5.9,1.67
Belize,Latin America & Caribbean,23.6,3.634
Benin,Sub-Saharan Africa,136.8,5.89
Bermuda,North America,,1.74
Bhutan,South Asia,77.1,3.414
Bolivia,Latin America & Caribbean,75.6,3.991
Bosnia and Herzegovina,Europe & Central Asia,9.9,1.283
Botswana,Sub-Saharan Africa,74.0,3.312
Brazil,Latin America & Caribbean,34.7,2.255
British Virgin Islands,Latin America & Caribbean,15.7,1.866
Brunei Darussalam,East Asia & Pacific,10.3,2.346
Bulgaria,Europe & Central Asia,17.4,1.26
Burkina Faso,Sub-Saharan Africa,178.7,6.519
Burundi,Sub-Saharan Africa,154.6,6.872
Cabo Verde,Sub-Saharan Africa,38.1,3.539
Cambodia,East Asia & Pacific,106.3,3.772
Cameroon,Sub-Saharan Africa,144.4,5.53
Canada,North America,6.2,1.51
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,166.1,5.915
Chad,Sub-Saharan Africa,184.3,7.249
Channel Islands,Europe & Central Asia,,1.487
Chile,Latin America & Caribbean,10.9,1.987
China,East Asia & Pacific,36.7,1.628
Colombia,Latin America & Caribbean,25.1,2.572
Comoros,Sub-Saharan Africa,96.4,5.297
"Congo, Dem. Rep.",Sub-Saharan Africa,160.1,6.718
"Congo, Rep.",Sub-Saharan Africa,113.5,4.764
Costa Rica,Latin America & Caribbean,13.1,2.412
Cote d'Ivoire,Sub-Saharan Africa,142.9,5.814
Croatia,Europe & Central Asia,8.3,1.39
Cuba,Latin America & Caribbean,8.8,1.581
Curacao,Latin America & Caribbean,,2.19
Cyprus,Europe & Central Asia,6.5,1.637
Czechia,Europe & Central Asia,5.5,1.15
Denmark,Europe & Central Asia,5.6,1.77
Djibouti,Middle East & North Africa,100.6,4.578
Dominica,Latin America & Caribbean,16.9,2.351
Dominican Republic,Latin America & Caribbean,40.0,2.859
Ecuador,Latin America & Caribbean,29.6,3.102
"Egypt, Arab Rep.",Middle East & North Africa,46.7,3.442
El Salvador,Latin America & Caribbean,33.1,3.14
Equatorial Guinea,Sub-Saharan Africa,155.5,5.834
Eritrea,Sub-Saharan Africa,85.5,5.397
Estonia,Europe & Central Asia,11.0,1.36
Eswatini,Sub-Saharan Africa,112.3,3.996
Ethiopia,Sub-Saharan Africa,140.5,6.56
Faroe Islands,Europe & Central Asia,,2.582
Fiji,East Asia & Pacific,22.6,3.026
Finland,Europe & Central Asia,4.3,1.73
France,Europe & Central Asia,5.4,1.89
French Polynesia,East Asia & Pacific,,2.596
Gabon,Sub-Saharan Africa,84.5,4.469
"Gambia, The",Sub-Saharan Africa,113.7,5.801
Georgia,Europe & Central Asia,36.8,1.601
Germany,Europe & Central Asia,5.4,1.38
Ghana,Sub-Saharan Africa,100.1,4.854
Gibraltar,Europe & Central Asia,,1.919
Greece,Europe & Central Asia,6.4,1.25
Greenland,Europe & Central Asia,,2.329
Grenada,Latin America & Caribbean,15.4,2.582
Guam,East Asia & Pacific,,3.007
Guatemala,Latin America & Caribbean,52.1,4.583
Guinea,Sub-Saharan Africa,165.6,5.936
Guinea-Bissau,Sub-Saharan Africa,174.5,5.72
Guyana,Latin America & Caribbean,46.6,3.017
Haiti,Latin America & Caribbean,103.9,4.39
Honduras,Latin America & Caribbean,37.5,4.237
"Hong Kong SAR, China",East Asia & Pacific,,1.032
Hungary,Europe & Central Asia,10.1,1.32
Iceland,Europe & Central Asia,4.0,2.08
India,South Asia,91.6,3.35
Indonesia,East Asia & Pacific,52.2,2.536
"Iran, Islamic Rep.",Middle East & North Africa,36.1,2.016
Iraq,Middle East & North Africa,44.4,4.948
Ireland,Europe & Central Asia,7.1,1.89
Isle of Man,Europe & Central Asia,,1.694
Israel,Middle East & North Africa,6.9,2.95
Italy,Europe & Central Asia,5.6,1.26
Jamaica,Latin America & Caribbean,20.9,2.21
Japan,East Asia & Pacific,4.5,1.36
Jordan,Middle East & North Africa,26.8,3.921
Kazakhstan,Europe & Central Asia,42.6,1.8
Kenya,Sub-Saharan Africa,98.8,5.137
Kiribati,East Asia & Pacific,67.9,4.065
"Korea, Dem. People's Rep.",East Asia & Pacific,60.0,1.969
"Korea, Rep.",East Asia & Pacific,7.5,1.48
Kosovo,Europe & Central Asia,48.8,2.66
Kuwait,Middle East & North Africa,12.8,2.737
Kyrgyz Republic,Europe & Central Asia,49.9,2.4
Lao PDR,East Asia & Pacific,107.3,4.4
Latvia,Europe & Central Asia,14.2,1.25
Lebanon,Middle East & North Africa,20.1,2.499
Lesotho,Sub-Saharan Africa,107.5,3.658
Liberia,Sub-Saharan Africa,189.2,5.875
Libya,Middle East & North Africa,28.1,2.851
Liechtenstein,Europe & Central Asia,,1.57
Lithuania,Europe & Central Asia,10.7,1.39
Luxembourg,Europe & Central Asia,4.5,1.76
"Macao SAR, China",East Asia & Pacific,,0.912
Madagascar,Sub-Saharan Africa,105.3,5.403
Malawi,Sub-Saharan Africa,174.2,6.036
Malaysia,East Asia & Pacific,10.2,2.914
Maldives,South Asia,39.1,2.71
Mali,Sub-Saharan Africa,187.7,6.874
Malta,Middle East & North Africa,7.6,1.68
Marshall Islands,East Asia & Pacific,42.1,4.592
Mauritania,Sub-Saharan Africa,98.8,5.459
Mauritius,Sub-Saharan Africa,18.8,1.99
Mexico,Latin America & Caribbean,28.3,2.716
"Micronesia, Fed. Sts.",East Asia & Pacific,38.5,4.279
Moldova,Europe & Central Asia,31.5,1.499
Monaco,Europe & Central Asia,5.2,
Mongolia,East Asia & Pacific,63.6,2.255
Montenegro,Europe & Central Asia,14.2,2.065
Morocco,Middle East & North Africa,52.4,2.796
Mozambique,Sub-Saharan Africa,170.7,5.812
Myanmar,East Asia & Pacific,89.3,2.785
Namibia,Sub-Saharan Africa,77.0,3.975
Nauru,East Asia & Pacific,42.6,3.642
Nepal,South Asia,79.1,3.944
Netherlands,Europe & Central Asia,6.2,1.72
New Caledonia,East Asia & Pacific,,2.59
New Zealand,East Asia & Pacific,7.4,1.98
Nicaragua,Latin America & Caribbean,38.8,3.111
Niger,Sub-Saharan Africa,228.5,7.732
Nigeria,Sub-Saharan Africa,182.4,6.124
North Macedonia,Europe & Central Asia,16.0,1.861
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,4.9,1.85
Oman,Middle East & North Africa,16.3,3.893
Pakistan,South Asia,108.1,5.257
Palau,East Asia & Pacific,28.5,1.83
Panama,Latin America & Caribbean,26.0,2.744
Papua New Guinea,East Asia & Pacific,71.1,4.525
Paraguay,Latin America & Caribbean,33.8,3.553
Peru,Latin America & Caribbean,38.1,2.845
Philippines,East Asia & Pacific,37.7,3.714
Poland,Europe & Central Asia,9.3,1.37
Portugal,Europe & Central Asia,7.2,1.55
Puerto Rico,Latin America & Caribbean,,2.0485
Qatar,Middle East & North Africa,12.5,3.227
Romania,Europe & Central Asia,21.5,1.31
Russian Federation,Europe & Central Asia,19.4,1.195
Rwanda,Sub-Saharan Africa,185.4,5.924
Samoa,East Asia & Pacific,21.3,4.514
San Marino,Europe & Central Asia,5.6,
Sao Tome and Principe,Sub-Saharan Africa,82.4,5.176
Saudi Arabia,Middle East & North Africa,22.1,4.115
